item;descricao;barras;referencia;preco;precominimo;quantidadeEstoque;parceiro
21753;QUEBRA CABEÇA 80 PÇS BOLSA  PRINCESAS;7891219031823;3182;28.5;25.65;0;16
21754;QUEBRA CABEÇA 60 PÇS FAZENDINHA;7891219025716;2571;18.89;17;0;16
21756;JOGO DE MEMORIA AVENGERS;7896640450212;15021;24;21.6;0;172
21757;BLOCOS DE ENCAIXE POSTO GASOLINA;7896640405939;593.2;99.8;89.82;0;172
21758;CACHEPOT ONDULADO PEQUENO;7898280740166;16;17.78;16;0;4975
21759;CACHEPOT CONE ONDULADO GRANDE;7898280740173;17;16;14.4;0;4975
21760;POTE PARA CONDIMENTO 04PCS;7898280741187;118;43.89;39.5;0;4975
21761;BALDE DE CERVEJA AMANTES DA CERVEJA;7898486962065;1206;105;94.5;0;4975
21762;BALDE MEDIO CERVEJA KEEP CALM;7898486962089;1487;70;63;0;13704
21763;BALDE DE CERVEJA VINTAGE;;1193;100;90;0;4975
21764;PORTA GELO ROTULOS COM TAMPA;7898280744430;576;65;58.5;0;4975
21765;BALDE LX BEER CAN;;404;75;67.5;0;13704
21766;BALDE CONE CLASSIC;7898280744478;447;65;58.5;0;4975
21767;PORTA CONDIMENTO GALINHA 04 PCS;7898280746021;602;42;37.8;0;4975
21768;PORTA CONDIMENTO VACA;7898280746052;605;42;37.8;0;4975
21769;CASCATA DE LED 100 LAMPADAS  127V (COLORIDO);7890880255958;;35;31.5;0;6309
21771;ELEFANTE DE MADEIRA COM SINO;7890880219592;;120;108;0;6309
21772;PISCA 20 LAMAPDAS LED ESTRELA COLORIDO;7890880256283;;18.78;16.9;0;6309
21773;RELOGIO PAREDE METAL ESTACAO;7890880259246;;220;198;0;6309
21774;ELEFANTE MARROM EM RESINA;7890880250922;;44;39.6;0;6309
21775;BOLA DE NATAL COM PEDRA VERMELHO;7890880215822;;38.9;35.01;0;6309
21776;RELOGIO DE PAREDE ROTA 66;7890880259109;;46;41.4;0;6309
21777;VELA DE LED MINI;7890880258973;;4.44;3.99;0;6309
21778;KIT 2 TACAS CHAMPAGNE SUCESSO;;1962;40;36;0;5807
21779;KIT 2 CANECAS SUPER VÔ/SUPER VÓ;;4985;70.78;63.7;0;5807
21780;KIT 2 CANECAS  AMO PADRINHO E MADRINHA;;6330;70.78;63.7;0;5807
21781;KIT 2 CANECAS  SUPER CASAL;;3921;70.8;63.72;0;5807
21782;KIT 2 CANECAS  SUPER SOGRO E SOGRA;;3922;70.8;63.72;0;5807
21784;PORTA PAPEL MINISTERIO SAUDADE;;4163;16.67;15;0;5807
21785;PORTA PAPEL NAO PISE NOS SEUS SONHOS;;4164;16.67;15;0;5807
21786;PORTA PAPEL TELEFONE;;4165;16.67;15;0;5807
21789;VARINHA MAGICA FADA MADRINHA;7898424969415;1892;44.34;39.9;0;5957
21787;ALMOFADA DE PESCOCO PINK HAPPY DAYS;;4490;65;58.5;0;5190
21788;PORTA RETRATO DE VIDRO AMIGAS MENINAS;;4498;30;27;0;5807
21790;GARRAFA  TOTAL HIDRO ICE;7898486482525;3199;38.78;34.9;0;5957
21791;RASPA MIX  SUPER CORES;7898486486493;3594;70;63;0;5957
21792;SHOPKINS 2 GELADEIRA MANEIRA METALICA;7898486487469;3691;140;126;0;5957
21793;FOOT BUBBLES - MESSI;7898486487490;3694;70;63;0;5957
21794;SHOPKINS 2  ESTOJO E CENARIO;7898486487551;3700;87;78.3;0;5957
21795;SHOPKINS ESTOJO COM DIVISORIA;7898486487568;3701;85;76.5;0;5957
21796;JOGO 6 TAÇAS VINHO 230 ML KLAUDIE CRISTAL ECOLOGICO;8593410719119;57682;130;117;0;0
21797;JOGO 6 TAÇAS VINHO CECILIA CRISTAL ECOLOGICO;8593410921796;57635;144;129.6;0;5550
21798;JOGO 6 TAÇAS BORDEAUX CECILIA CRISTAL ECOLOGICO;8593410921833;57632;155;139.5;0;0
21799;JOGO 6 TAÇAS CHAMPAGNE EM CRISTAL CLAUDIA 180 ML;8593410719096;57679;130;117;1;5550
21800;JOGO 6 TAÇAS CERVEJA 380 ML CRISTAL;8593410921772;57639;140;126;0;5550
21801;JOGO 6 TAÇAS CHAMPAGNE CECILIA CRISTAL ECOLOGICO;8593410921710;57633;144;129.6;0;0
21802;JOGO PARA QUEIJO 5 PÇS COM TABUA MADEIRA;7893220082542;13018;85;76.5;0;5550
21803;FORMA PARA MUFFIN STARFLON COM 12 DIVISÕES;7893220173660;18811;58;52.2;0;5550
21804;JOGO DE 6 TAÇAS PARA VINHO ROSA VERRE;7898516932723;TC13826;132;118.8;0;0
21805;MAX GIRAFA PELUCIA;887961009071;CBK71;95;85.5;0;3237
21806;MAX ZEBRA PELUCIA;887961009064;CBK72;95;85.5;0;3237
21808;PIANO CACHORRINHO APRENDER E BRINCAR;746775263195;Y9853;200;180;0;3237
21809;IMAGINEXT CITY BARCO COMBATE AO FOGO;887961064803;CGH88;188.78;169.9;0;3237
21810;HOT WHEELS PISTA ESTRELA DA MORTE;887961069785;CGN48;148.78;133.9;0;3237
21811;HOT WHEELS WHLS 1:64 TRK;887961069761;CHB13;200;180;0;3237
21812;MAX STELL MAX JATO TURBO;887961170160;DGF29;139.9;125.91;0;3237
21813;MAX STEEL MAX LANCADOR DE MISSEIS;887961102789;CJP01;222;199.8;0;3237
21814;MAX STEEL MAX MAQUINA DE ATAQUE;887961051636;CDX36;125;112.5;0;3237
21815;MAX STEEL MAX TURBO FOGO;887961051711;CDX39;125;112.5;0;3237
21816;MARVEL PISTAS COMBATE;887961034509;CDF92;129.78;116.8;0;3237
21817;MEGA BLOKS HALO ARMADURAS CUSTOM SORT;65541975415;CNC94;90;81;0;3237
21818;MEGA BLOKS HALO H5 BACCHUS;65541381346;CNG65;100;90;0;3237
21819;MEGA BLOKS HALO H5 PEGASUS;65541381360;CNG67;350;315;0;3237
21820;MEGA BLOKS HALO GAUSSHOG;65541381353;CNG66;200;180;0;3237
24244;PRATO BOLO COUP PARTY DAY;7891361043224;61684;75;67.5;0;54
21821;DINO MUNDI INTERATIVO 2 CARTAS INTERATIVAS;7898615530653;79220;17.7;15.93;0;3237
21822;PATINS BARBIE 3 RODAS 29 A 32 COM ACESSORIOS;778558;BB0581;300;270;0;3237
21823;CARRO METAL COM CHAVE LANÇADOR;90159151012;15101;11;9.9;0;3237
21824;COPO LIGA DA JUSTICA PRETO 600 ML;797313;WARB80002;11;9.9;0;3237
21828;FANTASIA  ABELHINHA  M;7897547753420;5342;58.5;52.65;0;4980
21829;FANTASIA ABELHINHA G;7897547753437;5343;58.5;52.65;0;4980
21830;FANTASIA JOANINHA  M;7897547753529;5352;73;65.7;0;4980
21831;FANTASIA JOANINHA  G;7897547753536;5353;73;65.7;0;4980
21832;FANTASIA MAGICO G;7897547754038;5403;73;65.7;0;4980
21835;EVER AFTER HIGH PIQUENIQUE ENCANTADO;887961130911;CLL49;100;90;0;5217
21836;TELEFONE MUSICAL APRENDER;746775263188;Y9852;210;189;0;5217
21837;ELSA MUSICAL;887961158472;CMK56;220;198;0;5217
21838;POLLY  SCOOTER;887961647938;FPJ10;44;39.6;0;5217
21839;CADEIRA  APRENDER E BRINCAR;746775334260;BHB19;394.45;355;0;5217
21840;POLLY SORTIMENTO VEICULOS;887961292152;CMG40;90;81;0;5217
21841;POLLY  BONECA  E ROUPINHAS;887961060904;CFY28;103;92.7;0;5217
21843;POTE LATA 900ML CERAMICA COM TAMPA;7894002027164;;53;47.7;0;4959
21844;JOGO DE PANELAS 5 PCS DUO EM CERAMICA VERMELHO;7894002152781;;800;720;0;4959
21845;CANECO CAMPAINHA IDADE;7898458105704;;38.78;34.9;0;5048
21846;CANECA NA LATA SEUS SONHOS;7898458099270;;39.5;35.55;0;5048
21847;CANECO CAMPAINHA ROCK;7898458097887;;38.78;34.9;0;5048
21848;CANECO CAMPAINHA CHAMOU ENCHEU;7898458100181;;38.78;34.9;0;5048
21849;CANECO CAMPAINHA ULTRA GELADA;7898458100198;;50;45;0;5048
21850;GARRAFA MINHA PRAIA;7898458104554;;32;28.8;0;5048
